id,propertyType,title,locationId,price,size,hasParking,roomNumber,bathNumber,hasSwimmingPool,hasTerrace,hasGarden,hasLift,isGoodCondition,isNeedsRenovating,isNewDevelopment,featureTags,heatingType,interiorExterior,floor,area_name
98255270,piso,piso en venta en avenida del general perón,0-EU-ES-28-07-001-079-06,995000,179.0,0,4,5,0,0,0,1,1,0,0,['Lujo'],Calefacción individual: Gas natural,exterior,planta 1ª,Tetuán
94343260,piso,piso en venta en palomeras bajas,0-EU-ES-28-07-001-079-13,99000,56.0,0,3,1,0,0,0,0,1,0,0,[],no info,no info,no info,Puente de Vallecas
98119783,piso,piso en venta en sol,0-EU-ES-28-07-001-079-01,425000,31.0,0,2,1,0,0,0,1,1,0,0,[],no info,exterior,planta 5ª,Centro
97132927,piso,"piso en venta en calle benarrabá, 3",0-EU-ES-28-07-001-079-13,136000,55.0,0,2,1,0,0,0,0,1,0,0,[],Calefacción individual: Eléctrica,exterior,planta 3ª,Puente de Vallecas
97611862,piso,"piso en venta en calle de la povedilla, 4",0-EU-ES-28-07-001-079-04,574300,94.0,0,4,1,0,0,0,1,1,0,0,[],Calefacción central,interior,planta 4ª,Barrio de Salamanca
97960353,piso,piso en venta en almagro,0-EU-ES-28-07-001-079-07,3850000,485.0,1,5,5,0,1,0,1,1,0,0,['Lujo'],Calefacción central,exterior,planta 5ª,Chamberí
98288913,piso,piso en venta en arcos,0-EU-ES-28-07-001-079-20,119000,52.0,0,3,1,0,0,0,0,1,0,0,[],No dispone de calefacción,exterior,no info,San Blas
97455112,chalet,chalet adosado en venta en calle lubian,0-EU-ES-28-07-001-079-17,194400,197.0,0,3,2,0,0,1,0,1,0,0,[],Calefacción individual: Gas natural,does not apply,does not apply,Villaverde
96748272,piso,"piso en venta en calle de mayorazgo de duarte, 21",0-EU-ES-28-07-001-079-19,329000,95.0,1,2,2,1,1,1,1,1,0,0,[],Calefacción central: Gas,exterior,bajo,Vicálvaro
98231784,piso,piso en venta en calle de monseñor oscar romero,0-EU-ES-28-07-001-079-11,170000,80.0,0,2,1,0,0,0,0,1,0,0,[],Calefacción individual: Gas natural,exterior,planta 1ª,Carabanchel
97429011,piso,piso en venta en calle de ayala,0-EU-ES-28-07-001-079-04,889000,95.0,0,3,3,0,1,0,1,1,0,0,['Lujo'],Calefacción central,exterior,planta 1ª,Barrio de Salamanca
98041467,piso,piso en venta en calle de cantalejo,0-EU-ES-28-07-001-079-08,799000,160.0,1,4,3,1,1,1,1,1,0,0,['Lujo'],Calefacción central: Gas,exterior,planta 4ª,Fuencarral
95825606,piso,"piso en venta en avenida del mediterráneo, 28",0-EU-ES-28-07-001-079-03,456900,88.0,0,2,2,0,0,0,1,1,0,0,[],no info,exterior,planta 6ª,Retiro
98283386,piso,piso en venta en calle de juan de urbieta,0-EU-ES-28-07-001-079-03,480000,136.0,0,4,2,0,0,0,1,1,0,0,[],no info,exterior,planta 2ª,Retiro
90720591,piso,piso en venta en calle de ríos rosas,0-EU-ES-28-07-001-079-07,270400,45.0,0,1,1,0,0,0,1,1,0,0,[],no info,exterior,bajo,Chamberí
98263692,piso,piso en venta en puerta bonita,0-EU-ES-28-07-001-079-11,185000,81.0,1,1,1,1,0,1,1,1,0,0,[],Calefacción individual: Gas natural,exterior,planta 2ª,Carabanchel
96132173,piso,"piso en venta en calle de los caídos de la división azul, 1",0-EU-ES-28-07-001-079-05,870000,204.0,1,3,3,1,0,1,1,1,0,0,['Lujo'],Calefacción central: Gas,exterior,planta 2ª,Chamartín
91126350,piso,piso en venta en huertas-cortes,0-EU-ES-28-07-001-079-01,785000,156.0,0,4,2,0,0,0,1,0,1,0,[],no info,exterior,planta 2ª,Centro
98333010,piso,piso en venta en bernabéu-hispanoamérica,0-EU-ES-28-07-001-079-05,760000,130.0,0,3,2,0,1,0,1,0,1,0,[],Calefacción central,exterior,planta 14ª,Chamartín
98429794,piso,ático en venta en recoletos,0-EU-ES-28-07-001-079-04,7900000,407.0,0,5,4,0,1,0,1,0,1,0,[],no info,exterior,planta 6ª,Barrio de Salamanca
95378270,piso,"piso en venta en calle embajadores, 312",0-EU-ES-28-07-001-079-02,455000,75.0,1,2,2,1,0,0,1,0,0,1,['Lujo'],no info,exterior,planta 4ª,Arganzuela
98413788,piso,"piso en venta en calle de ferraz, 69",0-EU-ES-28-07-001-079-09,890000,155.0,1,3,2,0,0,0,1,1,0,0,['Lujo'],Calefacción central: Gas,exterior,planta 3ª,Moncloa
98406395,piso,piso en venta en camino de la suerte,0-EU-ES-28-07-001-079-18,290000,113.0,0,4,2,0,1,0,1,1,0,0,[],Calefacción individual,exterior,planta 1ª,Villa de Vallecas
92279676,piso,piso en venta en calle sierra carbonera,0-EU-ES-28-07-001-079-13,197400,114.0,0,1,1,0,0,0,0,1,0,0,[],no info,no info,no info,Puente de Vallecas
98074273,piso,"piso en venta en glorieta de las pirámides, 5",0-EU-ES-28-07-001-079-02,189900,45.0,0,2,1,0,0,0,1,1,0,0,[],Calefacción individual: Gas natural,exterior,planta 3ª,Arganzuela
95876999,piso,"piso en venta en general díaz porlier, 24",0-EU-ES-28-07-001-079-04,315000,40.0,0,1,1,0,0,0,0,1,0,0,[],Calefacción individual: Eléctrica,interior,planta 3ª,Barrio de Salamanca
97591981,piso,"piso en venta en avenida de la albufera, 143",0-EU-ES-28-07-001-079-13,166198,63.0,0,3,1,0,0,0,0,1,0,0,[],No dispone de calefacción,exterior,planta 4ª,Puente de Vallecas
98293812,piso,piso en venta en san isidoro de sevilla,0-EU-ES-28-07-001-079-02,230000,60.0,0,2,1,0,0,0,0,1,0,0,[],Calefacción individual: Gas natural,interior,planta 3ª,Arganzuela
97369706,piso,"piso en venta en calle de fernando delgado, 8",0-EU-ES-28-07-001-079-11,409000,158.0,0,4,2,0,1,1,1,1,0,0,[],Calefacción central: Gasoil,exterior,planta 3ª,Carabanchel
98021807,piso,piso en venta en rejas,0-EU-ES-28-07-001-079-20,340000,109.0,1,2,2,1,0,1,1,1,0,0,[],Calefacción individual: Gas natural,exterior,planta 4ª,San Blas
96279125,chalet,chalet pareado en venta en aravaca,0-EU-ES-28-07-001-079-09,1199000,340.0,1,4,5,1,1,1,0,1,0,0,['Lujo'],no info,does not apply,does not apply,Moncloa
98197171,piso,"piso en venta en avenida de los madroños, 15",0-EU-ES-28-07-001-079-16,1399000,194.0,1,4,3,1,1,1,1,1,0,0,['Lujo'],Calefacción individual,exterior,planta 4ª,Hortaleza
97342314,piso,piso en venta en calle mica,0-EU-ES-28-07-001-079-17,159000,91.0,0,3,2,0,1,0,1,0,1,0,[],Calefacción individual: Gas natural,exterior,planta 3ª,Villaverde
97948811,piso,piso en venta en paseo del marqués de monistrol,0-EU-ES-28-07-001-079-10,825000,198.0,1,5,3,0,1,1,1,0,1,0,[],Calefacción central: Gas,exterior,planta 10ª,Latina
98254169,piso,piso en venta en trafalgar,0-EU-ES-28-07-001-079-07,890000,162.0,0,3,2,0,0,0,1,1,0,0,[],Calefacción central,interior,planta 3ª,Chamberí
97294150,piso,"piso en venta en avenida de alfonso xiii, 5",0-EU-ES-28-07-001-079-05,745000,107.0,0,2,2,0,1,0,1,1,0,0,['Lujo'],Calefacción central: Gas,exterior,planta 1ª,Chamartín
94433946,piso,"piso en venta en calle de belfast, 13",0-EU-ES-28-07-001-079-20,172000,54.0,1,1,1,1,0,1,1,1,0,0,['Apartamento'],Calefacción individual,exterior,planta 4ª,San Blas
98289003,piso,estudio en venta en calle de torrelaguna,0-EU-ES-28-07-001-079-15,228000,39.0,1,0,1,1,0,1,1,1,0,0,[],Calefacción individual: Bomba de frío/calor,exterior,planta 1ª,Ciudad Lineal
97243677,piso,"piso en venta en calle josé maría lozano sainz, 25",0-EU-ES-28-07-001-079-17,226000,94.0,1,2,2,1,0,0,1,0,0,1,[],no info,exterior,no info,Villaverde
98183770,piso,"piso en venta en plaza de la república del ecuador, 6",0-EU-ES-28-07-001-079-05,675000,108.0,0,4,2,0,1,0,1,0,1,0,[],Calefacción central: Gas,exterior,planta 4ª,Chamartín
97900484,piso,piso en venta en calle chantada,0-EU-ES-28-07-001-079-08,330000,80.0,1,2,1,0,0,0,1,1,0,0,[],Calefacción individual: Gas natural,exterior,planta 9ª,Fuencarral
92604078,piso,piso en venta en lavapiés-embajadores,0-EU-ES-28-07-001-079-01,574000,138.0,0,5,1,0,0,0,0,0,1,0,[],no info,exterior,planta 1ª,Centro
98465960,piso,piso en venta en calle monteleón,0-EU-ES-28-07-001-079-01,328000,38.0,0,2,2,0,0,0,1,1,0,0,[],Calefacción individual: Bomba de frío/calor,exterior,planta 2ª,Centro
96708864,piso,piso en venta en águilas,0-EU-ES-28-07-001-079-10,159000,68.0,0,3,1,0,0,0,0,0,1,0,[],Calefacción individual: Gas natural,exterior,planta 5ª,Latina
98215487,piso,piso en venta en avenida de peña prieta,0-EU-ES-28-07-001-079-13,228000,89.0,0,3,2,0,0,0,1,1,0,0,[],Calefacción individual,exterior,planta 1ª,Puente de Vallecas
98216709,piso,piso en venta en calle de bretón de los herreros,0-EU-ES-28-07-001-079-07,375000,62.0,0,2,1,0,0,0,1,1,0,0,[],no info,interior,planta 4ª,Chamberí
98005483,piso,piso en venta en calle de los lenceros,0-EU-ES-28-07-001-079-20,101000,60.0,0,3,1,0,0,0,0,0,1,0,[],No dispone de calefacción,exterior,planta 4ª,San Blas
98069373,piso,piso en venta en castellana,0-EU-ES-28-07-001-079-04,2450000,264.0,0,3,3,0,0,0,1,1,0,0,['Lujo'],Calefacción individual,exterior,no info,Barrio de Salamanca
95482644,piso,piso en venta en calle prudencio álvaro,0-EU-ES-28-07-001-079-15,123999,60.0,0,2,1,0,0,0,0,1,0,0,[],Calefacción individual,interior,planta 3ª,Ciudad Lineal
1930648,piso,"piso en venta en calle mesón paredes, 5",0-EU-ES-28-07-001-079-01,425000,96.0,1,2,2,0,0,0,1,1,0,0,[],Calefacción individual: Gas natural,interior,planta 4ª,Centro
96666058,piso,piso en venta en avenida de canillejas a vicálvaro,0-EU-ES-28-07-001-079-20,257000,99.0,0,3,2,0,1,0,1,1,0,0,[],Calefacción central,exterior,planta 7ª,San Blas
97991541,piso,piso en venta en valdebebas - valdefuentes,0-EU-ES-28-07-001-079-16,680000,126.0,1,3,2,1,1,1,1,1,0,0,['Lujo'],no info,exterior,planta 5ª,Hortaleza
96239589,piso,"piso en venta en calle de melilla, 7",0-EU-ES-28-07-001-079-02,527000,133.0,1,4,2,0,1,0,1,0,1,0,[],Calefacción central,interior,planta 4ª,Arganzuela
96607911,piso,piso en venta en avenida santo ángel de la guarda,0-EU-ES-28-07-001-079-09,353000,60.0,1,1,1,1,0,1,1,1,0,0,[],Calefacción individual,exterior,planta 4ª,Moncloa
96634428,piso,"piso en venta en calle ponciano, 5",0-EU-ES-28-07-001-079-01,449000,159.0,0,8,2,0,0,0,0,0,1,0,[],No dispone de calefacción,exterior,bajo,Centro
98071609,piso,piso en venta en calle de alcalá,0-EU-ES-28-07-001-079-15,355000,85.0,1,1,1,0,0,0,1,1,0,0,[],no info,exterior,planta 9ª,Ciudad Lineal
97595790,piso,piso en venta en princesa,0-EU-ES-28-07-001-079-09,1100000,261.0,0,7,3,0,0,0,1,0,1,0,[],Calefacción central,exterior,planta 5ª,Moncloa
98188290,piso,piso en venta en calle de fermin donaire,0-EU-ES-28-07-001-079-12,94990,65.0,0,3,1,0,1,0,0,1,0,0,[],Calefacción individual: Gas natural,exterior,planta 1ª,Usera
96929693,piso,piso en venta en malasaña-universidad,0-EU-ES-28-07-001-079-01,260000,61.0,0,3,1,0,0,0,0,0,1,0,[],Calefacción individual: Eléctrica,interior,planta 4ª,Centro
96795124,piso,piso en venta en paseo virgen del puerto,0-EU-ES-28-07-001-079-02,800000,160.0,0,4,2,0,1,0,1,1,0,0,['Lujo'],Calefacción central,exterior,planta 8ª,Arganzuela
97960634,piso,piso en venta en camino de las cruces,0-EU-ES-28-07-001-079-11,125000,62.0,0,3,1,0,1,0,0,1,0,0,[],Calefacción individual: Gas natural,exterior,planta 3ª,Carabanchel
98208834,piso,"dúplex en venta en avenida de manoteras, 8",0-EU-ES-28-07-001-079-16,221000,90.0,1,1,1,0,0,0,1,1,0,0,[],Calefacción central,exterior,planta 1ª,Hortaleza
97383349,piso,piso en venta en calle de manuel maroto,0-EU-ES-28-07-001-079-13,97000,55.0,0,2,1,0,0,0,0,0,1,0,[],Calefacción individual,exterior,planta 4ª,Puente de Vallecas
98466011,piso,piso en venta en sepulveda,0-EU-ES-28-07-001-079-10,149000,64.0,0,3,1,0,1,0,1,0,1,0,[],Calefacción individual: Eléctrica,exterior,planta 3ª,Latina
97846158,piso,piso en venta en calle francolín,0-EU-ES-28-07-001-079-11,275000,115.0,0,3,3,0,0,0,0,1,0,0,[],Calefacción individual: Gas natural,exterior,bajo,Carabanchel
97456346,piso,piso en venta en águilas,0-EU-ES-28-07-001-079-10,170000,66.0,0,3,1,0,0,1,0,1,0,0,[],Calefacción individual: Eléctrica,exterior,planta 1ª,Latina
98228818,piso,piso en venta en el viso,0-EU-ES-28-07-001-079-05,1080000,123.0,1,3,2,0,0,1,1,1,0,0,['Lujo'],Calefacción central: Gas,exterior,planta 1ª,Chamartín
93040244,piso,piso en venta en calle de antonio ponz,0-EU-ES-28-07-001-079-15,150400,59.0,0,3,1,0,0,0,0,1,0,0,[],no info,no info,no info,Ciudad Lineal
95252307,piso,"dúplex en venta en paseo de extremadura, 139",0-EU-ES-28-07-001-079-10,329900,133.0,1,3,2,0,1,0,0,1,0,0,[],Calefacción individual: Gas natural,exterior,planta 2ª,Latina
98480539,piso,piso en venta en los ángeles,0-EU-ES-28-07-001-079-17,109500,61.0,0,2,1,0,0,0,0,1,0,0,[],no info,no info,no info,Villaverde
98095952,piso,"estudio en venta en calle nuestra señora de gracia, 4",0-EU-ES-28-07-001-079-11,170000,78.0,0,0,2,0,0,0,0,1,0,0,[],Calefacción individual: Eléctrica,exterior,bajo,Carabanchel
98311651,piso,piso en venta en calle valmojado,0-EU-ES-28-07-001-079-10,259999,100.0,0,3,2,0,0,0,1,1,0,0,[],No dispone de calefacción,exterior,planta 3ª,Latina
98066433,piso,"estudio en venta en calle laguna del marquesado, 9",0-EU-ES-28-07-001-079-17,77100,68.0,1,0,1,0,0,0,1,1,0,0,[],Calefacción central,exterior,planta 1ª,Villaverde
98454471,piso,"piso en venta en calle felipe álvarez, 18",0-EU-ES-28-07-001-079-18,153800,69.0,0,3,1,0,1,0,0,1,0,0,[],Calefacción central: Gas,exterior,planta 1ª,Villa de Vallecas
98254902,piso,piso en venta en recoletos,0-EU-ES-28-07-001-079-04,3050000,338.0,1,4,4,0,0,0,1,1,0,0,[],no info,exterior,planta 3ª,Barrio de Salamanca
97628746,piso,piso en venta en bernabéu-hispanoamérica,0-EU-ES-28-07-001-079-05,349000,70.0,0,1,1,0,0,1,1,1,0,0,[],Calefacción individual: Gas natural,exterior,bajo,Chamartín
97940774,piso,"piso en venta en calle mariano vela, 63",0-EU-ES-28-07-001-079-12,135000,53.0,0,2,1,0,1,0,0,1,0,0,[],no info,exterior,planta 1ª,Usera
98354569,piso,piso en venta en paseo de la florida,0-EU-ES-28-07-001-079-09,335000,67.0,0,2,2,0,1,0,1,0,1,0,[],Calefacción individual,exterior,planta 5ª,Moncloa
92923877,piso,piso en venta en calle de don ramón de la cruz,0-EU-ES-28-07-001-079-04,800000,100.0,1,1,1,0,1,0,1,1,0,0,['Lujo'],no info,exterior,planta 4ª,Barrio de Salamanca
97669605,piso,"piso en venta en calle carolinas, 24",0-EU-ES-28-07-001-079-06,120000,24.0,0,1,1,0,0,0,0,0,1,0,[],no info,interior,bajo,Tetuán
95558110,piso,"piso en venta en corredera baja de san pablo, 22",0-EU-ES-28-07-001-079-01,286500,65.0,0,2,1,0,0,0,1,1,0,0,[],No dispone de calefacción,exterior,planta 5ª,Centro
98020085,piso,piso en venta en calle de donoso cortés,0-EU-ES-28-07-001-079-07,290000,45.0,0,1,1,0,0,0,1,1,0,0,['Apartamento'],Calefacción individual: Gas natural,exterior,entreplanta,Chamberí
95686580,piso,"piso en venta en calle alfaro, 20",0-EU-ES-28-07-001-079-11,128000,71.0,0,3,1,0,0,0,0,1,0,0,[],no info,exterior,semi-sótano,Carabanchel
97919073,piso,piso en venta en arcos,0-EU-ES-28-07-001-079-20,345000,110.0,1,3,2,0,0,1,1,1,0,0,[],no info,exterior,planta 2ª,San Blas
98316133,piso,piso en venta en calle divino vallés,0-EU-ES-28-07-001-079-02,325000,98.0,0,3,2,0,1,0,1,0,1,0,[],no info,exterior,planta 5ª,Arganzuela
97561473,piso,piso en venta en numancia,0-EU-ES-28-07-001-079-13,170500,60.0,0,1,1,0,0,0,0,1,0,0,[],no info,no info,no info,Puente de Vallecas
94613436,piso,piso en venta en recoletos,0-EU-ES-28-07-001-079-04,2600000,280.0,1,3,3,0,0,0,1,1,0,0,['Lujo'],Calefacción central,exterior,planta 5ª,Barrio de Salamanca
97177546,piso,"piso en venta en urb. si, arcos",0-EU-ES-28-07-001-079-20,425000,120.0,1,4,2,1,0,1,1,1,0,0,[],Calefacción individual: Gas natural,exterior,planta 1ª,San Blas
96851030,chalet,casa o chalet independiente en venta en calle salsipuedes,0-EU-ES-28-07-001-079-17,335000,180.0,0,3,3,0,0,0,0,1,0,0,[],Calefacción individual: Gas natural,does not apply,does not apply,Villaverde
97597475,piso,piso en venta en calle princesa de éboli,0-EU-ES-28-07-001-079-16,436000,100.0,1,3,2,1,0,0,1,1,0,0,[],Calefacción individual: Gas natural,exterior,planta 5ª,Hortaleza
98305364,piso,piso en venta en palomeras bajas,0-EU-ES-28-07-001-079-13,289000,120.0,1,3,3,0,1,1,0,0,1,0,[],no info,no info,planta 3ª,Puente de Vallecas
86140364,piso,piso en venta en san juan bautista,0-EU-ES-28-07-001-079-15,749000,154.0,1,3,2,1,1,1,1,0,1,0,[],Calefacción individual: Gas natural,exterior,planta 2ª,Ciudad Lineal
98152184,piso,piso en venta en gaztambide,0-EU-ES-28-07-001-079-07,725000,180.0,1,6,2,0,1,0,1,0,1,0,[],Calefacción individual: Gas natural,exterior,planta 1ª,Chamberí
95766784,piso,"piso en venta en calle de modesto lafuente, 28",0-EU-ES-28-07-001-079-07,925000,154.0,1,4,3,0,1,0,1,0,1,0,[],Calefacción central,exterior,planta 1ª,Chamberí
97481569,piso,"piso en venta en santa brígida, 15",0-EU-ES-28-07-001-079-01,201500,37.0,0,1,1,0,0,0,0,0,1,0,[],Calefacción individual,interior,bajo,Centro
98477103,piso,"piso en venta en calle de cándido mateos, 16",0-EU-ES-28-07-001-079-08,440000,107.0,0,4,2,0,1,0,1,0,1,0,[],no info,exterior,planta 1ª,Fuencarral
98271421,piso,piso en venta en calle de la libertad,0-EU-ES-28-07-001-079-01,960000,126.0,0,2,2,0,0,0,1,1,0,0,['Lujo'],Calefacción individual: Gas natural,exterior,planta 4ª,Centro
98241233,piso,"piso en venta en calle galeón, 4",0-EU-ES-28-07-001-079-21,605000,130.0,1,4,2,1,1,1,1,1,0,0,['Lujo'],Calefacción individual: Gas natural,exterior,planta 3ª,Barajas
97826182,piso,ático en venta en calle de peñafiel,0-EU-ES-28-07-001-079-11,360000,85.0,1,2,2,0,1,0,1,1,0,0,[],Calefacción individual: Gas natural,exterior,planta 3ª,Carabanchel
92465020,piso,"estudio en venta en calle sor angela de la cruz, 43",0-EU-ES-28-07-001-079-06,298000,47.0,0,0,1,0,0,0,1,1,0,0,[],Calefacción individual: Bomba de frío/calor,exterior,planta 3ª,Tetuán
98263861,chalet,casa o chalet independiente en venta en aravaca,0-EU-ES-28-07-001-079-09,2390000,716.0,1,7,7,1,1,1,0,1,0,0,['Lujo\n\n\nVilla'],no info,does not apply,does not apply,Moncloa
93978845,piso,piso en venta en sol,0-EU-ES-28-07-001-079-01,288000,57.0,0,1,1,0,0,0,1,1,0,0,[],Calefacción central,exterior,planta 3ª,Centro
96802030,piso,"piso en venta en calle de arroyo de fontarrón, 271",0-EU-ES-28-07-001-079-14,136000,64.0,0,3,1,0,0,0,0,0,1,0,[],No dispone de calefacción,exterior,planta 3ª,Moratalaz
97582969,piso,piso en venta en palacio,0-EU-ES-28-07-001-079-01,309000,101.0,0,2,2,0,0,0,0,1,0,0,[],No dispone de calefacción,no info,bajo,Centro
97640122,piso,piso en venta en calle de oña - virgen del cortijo,0-EU-ES-28-07-001-079-16,359999,115.0,0,3,2,0,1,0,1,0,1,0,[],Calefacción individual: Gas natural,exterior,planta 6ª,Hortaleza
97602285,piso,piso en venta en calle de alfonso xii,0-EU-ES-28-07-001-079-03,850000,160.0,1,5,4,0,0,0,1,0,1,0,[],no info,exterior,no info,Retiro
98103841,chalet,casa o chalet independiente en venta en nueva españa,0-EU-ES-28-07-001-079-05,2500000,500.0,1,9,9,1,0,1,0,0,1,0,['Villa'],Calefacción individual: Gas natural,does not apply,does not apply,Chamartín
90966672,piso,piso en venta en calle de embajadores,0-EU-ES-28-07-001-079-02,299000,85.0,0,3,1,0,0,0,1,0,1,0,[],Calefacción individual: Eléctrica,exterior,planta 2ª,Arganzuela
96816066,piso,piso en venta en armenteros,0-EU-ES-28-07-001-079-09,184000,70.0,0,3,1,0,1,0,0,0,1,0,[],Calefacción individual: Eléctrica,exterior,planta 4ª,Moncloa
98470729,piso,piso en venta en calle del barco,0-EU-ES-28-07-001-079-01,314900,55.0,0,2,1,0,0,0,0,1,0,0,[],Calefacción individual: Eléctrica,interior,planta 2ª,Centro
98428579,piso,piso en venta en palos de moguer,0-EU-ES-28-07-001-079-02,168800,37.0,0,2,1,0,0,0,1,1,0,0,[],Calefacción individual: Eléctrica,no info,planta 1ª,Arganzuela
98514198,piso,piso en venta en goya,0-EU-ES-28-07-001-079-04,945000,114.0,0,3,3,0,0,0,1,1,0,0,[],Calefacción central,exterior,no info,Barrio de Salamanca
90475526,piso,"piso en venta en paseo del general martínez campos, 19",0-EU-ES-28-07-001-079-07,1275000,160.0,1,2,2,1,1,0,1,0,0,1,[],no info,interior,planta 4ª,Chamberí
98046325,piso,piso en venta en el viso,0-EU-ES-28-07-001-079-05,2400000,335.0,0,4,5,0,0,0,1,1,0,0,['Lujo'],Calefacción individual: Gas natural,exterior,planta 3ª,Chamartín
93837475,piso,piso en venta en general martinez campos,0-EU-ES-28-07-001-079-07,1899000,294.0,0,6,3,0,1,0,1,0,1,0,[],Calefacción central: Gas,exterior,planta 6ª,Chamberí
94116618,piso,"piso en venta en calle salas barbadillo, 70",0-EU-ES-28-07-001-079-15,155000,60.0,0,3,1,0,0,0,0,0,1,0,[],no info,exterior,planta 4ª,Ciudad Lineal
98115767,piso,piso en venta en calle de modesto lafuente,0-EU-ES-28-07-001-079-07,1400000,150.0,0,3,2,0,0,0,1,1,0,0,['Lujo'],no info,exterior,planta 2ª,Chamberí
86718939,piso,"piso en venta en calle de bretón de los herreros, 37",0-EU-ES-28-07-001-079-07,450000,71.0,0,2,2,0,0,0,1,1,0,0,[],no info,interior,bajo,Chamberí
82208042,piso,"ático en venta en calle de deyanira, 59",0-EU-ES-28-07-001-079-20,220000,52.0,1,1,1,1,0,1,1,1,0,0,[],Calefacción individual: Gas natural,interior,planta 5ª,San Blas
95799087,piso,piso en venta en calle de guillermo de osma,0-EU-ES-28-07-001-079-02,243999,60.0,0,1,1,0,0,0,1,1,0,0,[],Calefacción individual: Gas natural,interior,planta 3ª,Arganzuela
98257582,piso,piso en venta en calle de francisco ronquillo,0-EU-ES-28-07-001-079-10,249900,98.0,0,2,1,0,1,0,1,1,0,0,[],Calefacción individual: Bomba de frío/calor,exterior,planta 3ª,Latina
91181131,piso,piso en venta en bernabéu-hispanoamérica,0-EU-ES-28-07-001-079-05,1100000,202.0,1,4,2,0,0,1,1,0,1,0,[],no info,exterior,planta 1ª,Chamartín
95215016,piso,piso en venta en calle de virgen de lluc,0-EU-ES-28-07-001-079-15,498300,82.0,0,1,1,0,0,0,0,1,0,0,[],Calefacción individual,no info,planta 2ª,Ciudad Lineal
98304860,piso,piso en venta en calle de la imagen,0-EU-ES-28-07-001-079-13,155000,75.0,0,3,1,0,1,0,1,1,0,0,[],Calefacción individual,exterior,planta 3ª,Puente de Vallecas
94677564,piso,"piso en venta en urb. paseo alberto palacios, villaverde alto",0-EU-ES-28-07-001-079-17,110000,66.0,0,3,1,0,0,0,0,1,0,0,[],no info,no info,planta 4ª,Villaverde
98299083,piso,piso en venta en calle san pascual,0-EU-ES-28-07-001-079-10,148500,60.0,0,2,1,0,0,0,0,1,0,0,[],Calefacción individual,exterior,planta 3ª,Latina
97872679,piso,piso en venta en chueca-justicia,0-EU-ES-28-07-001-079-01,949000,180.0,0,5,5,0,1,0,1,1,0,0,['Lujo'],no info,exterior,planta 1ª,Centro
95742581,piso,piso en venta en ricardo ortiz,0-EU-ES-28-07-001-079-15,167500,50.0,0,1,1,0,0,0,1,1,0,0,['Apartamento'],no info,exterior,planta 2ª,Ciudad Lineal
97400214,piso,"piso en venta en avenida de pío xii, 71",0-EU-ES-28-07-001-079-05,1800000,360.0,1,6,5,1,0,1,1,1,0,0,['Lujo'],Calefacción individual,exterior,planta 3ª,Chamartín
97625168,piso,piso en venta en huertas-cortes,0-EU-ES-28-07-001-079-01,1100000,155.0,0,2,2,0,0,0,1,1,0,0,[],No dispone de calefacción,exterior,planta 4ª,Centro
97638201,piso,piso en venta en calle ramón sainz,0-EU-ES-28-07-001-079-11,148000,58.0,0,2,1,0,1,0,0,1,0,0,[],no info,exterior,planta 5ª,Carabanchel
85460115,piso,estudio en venta en sierra contraviesa,0-EU-ES-28-07-001-079-13,92000,55.0,0,0,1,0,1,0,0,1,0,0,[],Calefacción individual: Eléctrica,exterior,planta 1ª,Puente de Vallecas
95495643,piso,piso en venta en calle del príncipe de vergara,0-EU-ES-28-07-001-079-04,3300000,348.0,0,3,4,0,1,0,1,1,0,0,['Lujo'],no info,exterior,planta 2ª,Barrio de Salamanca
97785198,piso,piso en venta en calle de san germán,0-EU-ES-28-07-001-079-06,390000,70.0,0,2,2,0,0,0,1,1,0,0,[],no info,exterior,planta 2ª,Tetuán
96775287,piso,ático en venta en las tablas,0-EU-ES-28-07-001-079-08,667000,130.0,1,3,2,1,1,0,1,1,0,0,[],Calefacción individual: Gas natural,exterior,no info,Fuencarral
98034803,piso,"piso en venta en gregorio donas, 33",0-EU-ES-28-07-001-079-15,273000,90.0,0,3,1,0,1,1,1,0,1,0,[],Calefacción individual,exterior,planta 2ª,Ciudad Lineal
98349431,piso,"piso en venta en calle carretas, 33",0-EU-ES-28-07-001-079-01,3000000,461.0,0,2,2,0,0,0,1,1,0,0,[],Calefacción individual: Gas natural,exterior,planta 2ª,Centro
98519974,piso,piso en venta en benjamin,0-EU-ES-28-07-001-079-06,210000,85.0,1,2,1,0,1,0,0,1,0,0,[],Calefacción individual,exterior,planta 1ª,Tetuán
97115060,piso,"piso en venta en calle solana de luche, 12",0-EU-ES-28-07-001-079-10,94000,46.0,0,3,1,0,0,0,0,0,1,0,[],Calefacción individual: Bomba de frío/calor,exterior,bajo,Latina
85746328,piso,"estudio en venta en calle de la huerta de castañeda, 19",0-EU-ES-28-07-001-079-10,149000,32.0,1,0,1,0,0,0,0,1,0,0,[],Calefacción individual: Bomba de frío/calor,exterior,bajo,Latina
98337066,piso,piso en venta en calle de monteleón,0-EU-ES-28-07-001-079-01,315000,38.0,0,2,2,0,0,0,1,1,0,0,[],Calefacción individual,interior,planta 2ª,Centro
96105648,piso,piso en venta en calle del abedul,0-EU-ES-28-07-001-079-05,2490000,410.0,1,4,4,1,1,0,1,1,0,0,['Lujo'],Calefacción individual,exterior,bajo,Chamartín
